Hurguada								
 27.15         33.717        14            2 								
								
 hy	 p	 Ta	 RH	G_Bh	G_Dh	N	 FF	 DD
612	1011	21.2	33	514	158	0	3.6	334
613	1011	22.2	30	517	155	0	4.7	328
614	1011	22.8	28	510	111	0	4.2	348
615	1011	22.9	29	402	88	0	4.9	13
616	1011	22.4	29	236	75	0	4.9	333
617	1011	21.3	34	72	45	0	4.7	357
618	1011	20	43	0	1	0	5.5	0
619	1011	19.4	45	0	0	0	5.7	327
620	1011	18.7	47	0	0	0	5.1	359
621	1011	18	52	0	0	0	4.5	335
622	1011	17.4	52	0	0	0	4.2	339
623	1011	16.7	52	0	0	0	3.7	357
624	1011	16	55	0	0	0	4.1	12
625	1011	15.3	59	0	0	0	4.1	1
626	1011	14.6	63	0	0	0	4.7	360
627	1011	13.9	65	0	0	0	5.3	332
628	1011	13.6	70	0	0	0	6.4	326
629	1011	13.2	77	0	0	0	5.9	5
630	1011	13	78	0	0	0	6.6	336
631	1011	13	74	0	2	0	7.1	347
632	1011	14.3	69	69	55	0	7.6	350
633	1011	16.1	66	222	92	0	7.8	345
634	1011	17.9	56	348	129	0	8.9	353
635	1011	19.5	47	442	158	0	9	346
636	1011	20.8	42	513	161	0	9.2	333
637	1011	21.7	39	478	185	0	10.2	359
638	1011	22.1	35	403	177	0	11.4	337
639	1011	22.2	35	316	145	0	11.8	345
640	1011	21.7	35	188	105	0	10.9	359
641	1011	20.6	36	53	60	0	10.5	349
642	1011	19.4	38	0	1	0	12.5	329
643	1011	18.6	42	0	0	0	13	348
644	1011	17.8	44	0	0	0	10.5	348
645	1011	17	47	0	0	0	9.7	359
646	1011	16.2	47	0	0	0	9.2	10
647	1011	15.4	48	0	0	0	9.9	327
648	1011	14.6	50	0	0	0	9.5	343
649	1011	13.9	52	0	0	0	9.9	338
650	1011	13.2	56	0	0	0	9.2	14
651	1011	12.4	55	0	0	0	10.2	344
652	1011	12	63	0	0	0	10.2	337
653	1011	11.6	67	0	0	0	9.9	327
654	1011	11.3	67	0	0	0	11.8	351
655	1011	11.4	66	0	2	0	10.9	351
656	1011	12.8	60	93	47	0	10.9	343
657	1011	14.7	52	268	70	0	11.8	326
658	1011	16.7	43	444	77	0	12.2	9
659	1011	18.4	39	555	95	0	10.2	320
660	1012	19.8	32	616	103	0	9.7	340
661	1012	20.7	29	607	106	0	10.5	359
662	1011	21.2	29	545	95	0	9.7	5
663	1011	21.3	30	430	78	0	10.5	353
664	1011	20.7	30	263	64	0	10.2	13
665	1011	19.6	32	84	44	0	9.5	334
666	1011	18.2	39	0	1	0	8.9	18
667	1011	17.6	44	0	0	0	8.7	5
668	1011	16.9	43	0	0	0	9.3	3
669	1011	16.3	42	0	0	1	8.6	319
670	1011	15.6	42	0	0	1	7.1	339
671	1011	15	47	0	0	1	7.6	352
672	1011	14.3	51	0	0	1	6.9	357
673	1011	13.8	56	0	0	1	6.9	346
674	1011	13.3	54	0	0	1	7.8	6
675	1010	12.8	51	0	0	1	8.2	358
676	1010	12.6	50	0	0	1	8.9	356
677	1010	12.3	51	0	0	1	7.6	347
678	1010	12.2	49	0	0	1	6.9	351
679	1010	12.2	51	0	2	2	6.8	42
680	1010	13.6	47	58	65	2	7.6	7
681	1010	15.3	39	177	123	2	7.9	10
682	1010	17.1	36	281	178	3	8.2	345
683	1010	18.7	34	385	196	2	8.4	358
684	1010	19.9	34	410	226	3	8.2	355
685	1010	20.8	35	376	242	3	7.4	12
686	1010	21.2	34	338	218	3	7.9	35
687	1010	21.3	35	272	176	3	7.9	331
688	1010	20.8	36	175	111	0	7.4	333
689	1010	19.8	37	50	57	0	7.4	40
690	1010	18.6	42	0	1	0	8.2	42
691	1010	18	51	0	0	0	7.6	342
692	1010	17.3	53	0	0	0	6.8	14
693	1010	16.7	55	0	0	0	6.2	5
694	1010	16	55	0	0	0	5.9	330
695	1010	15.4	53	0	0	0	6.8	359
696	1010	14.8	55	0	0	0	7.8	344
697	1010	14.2	55	0	0	0	8.7	356
698	1010	13.5	60	0	0	0	8.6	318
699	1010	12.9	65	0	0	0	8.6	335
700	1011	12.6	66	0	0	0	8.7	341
701	1011	12.3	63	0	0	0	7.1	358
702	1011	12	71	0	0	0	5.9	327
703	1011	12	73	0	2	0	6.2	9
704	1011	13.4	73	75	55	0	5.9	5
705	1011	15.4	66	236	90	0	6.6	360
706	1011	17.3	52	389	111	0	6.8	359
707	1011	18.9	42	483	141	0	6.6	353
708	1011	20.3	38	544	150	0	5.7	324
709	1011	21.3	37	554	143	0	5.3	19
710	1011	21.8	35	510	121	0	6.4	205
711	1011	21.9	33	408	95	0	6.2	42
712	1011	21.4	34	253	74	0	5.5	21
713	1011	20.3	37	86	46	0	5.5	101
714	1011	19	41	0	2	1	5.9	44
715	1011	18.4	48	0	0	1	5.7	14
716	1011	17.8	50	0	0	1	6.8	346
717	1011	17.2	49	0	0	1	5.1	9
718	1011	16.6	54	0	0	2	5.7	327
719	1011	16	56	0	0	2	6.2	6
720	1011	15.4	54	0	0	2	5.5	344
721	1011	14.9	55	0	0	2	6.6	25
722	1011	14.4	60	0	0	3	6.4	316
723	1011	14	59	0	0	3	7.4	358
724	1011	13.7	58	0	0	3	6.4	335
725	1011	13.5	57	0	0	3	5.7	36
726	1011	13.3	60	0	0	4	5.1	6
727	1011	13.3	64	0	2	4	4.7	12
728	1011	14.9	59	52	86	4	5.1	323
729	1011	16.9	55	258	79	0	5.9	1
730	1011	18.9	46	423	94	0	6.4	331
731	1011	20.7	39	532	115	0	6.6	33
732	1011	22.1	33	580	131	0	6.6	15
733	1011	23.1	31	558	143	0	5.5	337
734	1011	23.6	30	485	138	0	4.2	24
735	1011	23.7	29	368	121	0	4.7	281
736	1011	23	31	209	98	0	4.5	149
737	1011	21.9	32	65	55	0	5.1	216
738	1011	20.6	34	0	1	1	5.7	35
739	1011	19.9	39	0	0	1	5.7	7
740	1011	19.2	38	0	0	1	5.9	5
741	1011	18.6	37	0	0	1	5.5	352
742	1012	17.9	40	0	0	2	4.1	360
743	1012	17.3	43	0	0	2	4.1	38
744	1012	16.6	47	0	0	2	3.7	340
745	1011	16	48	0	0	4	4.1	21
746	1011	15.4	50	0	0	4	2	318
747	1011	14.7	53	0	0	4	5.1	359
748	1011	14.4	55	0	0	4	4.5	335
749	1011	14.1	57	0	0	4	3.1	357
750	1011	13.8	58	0	0	4	4.8	343
751	1011	13.9	58	0	2	4	4.5	335
752	1011	15.2	57	64	87	4	4.3	11
753	1011	16.9	50	303	60	0	5.3	9
754	1011	18.7	42	494	61	0	4.1	333
755	1011	20.2	38	620	72	0	4.3	348
756	1012	21.5	32	680	81	0	5.5	5
757	1012	22.3	31	682	80	0	5.5	306
758	1012	22.8	30	617	71	0	5.5	340
759	1012	22.9	33	482	62	0	7.2	339
760	1012	22.4	35	293	57	4	7	5
761	1012	21.4	40	95	45	4	7.2	355
762	1012	20.2	42	0	1	4	7.7	322
763	1012	19.5	47	0	0	4	7.9	331
764	1012	18.8	49	0	0	4	7	12
765	1012	18.1	49	0	0	4	6.3	26
766	1012	17.4	48	0	0	4	6.8	262
767	1012	16.7	48	0	0	4	6	281
768	1012	16	49	0	0	4	5.8	315
769	1012	15.4	51	0	0	4	4.5	321
770	1012	14.8	50	0	0	4	3.4	71
771	1012	14.2	53	0	0	4	3.1	16
772	1012	13.9	58	0	0	4	5.5	18
773	1012	13.6	58	0	0	4	4.3	250
774	1012	13.3	57	0	0	4	4.5	264
775	1012	13.4	58	0	3	4	4.5	221
776	1012	14.7	52	64	87	4	6	27
777	1012	16.5	43	298	61	0	7.5	275
778	1012	18.2	39	470	81	0	7.5	295
779	1012	19.8	35	625	72	0	8.3	34
780	1012	21	32	685	81	0	8.4	154
781	1012	21.9	30	687	80	0	8.9	223
782	1012	22.4	29	624	71	0	8.9	322
783	1011	22.5	30	491	62	0	8.6	319
784	1011	22.1	31	296	63	0	9.8	312
785	1011	21.1	30	100	48	0	8.9	309
786	1011	19.8	33	0	2	0	7.7	303
787	1011	19.1	40	0	0	1	7.7	316
788	1011	18.4	41	0	0	1	7.7	291
789	1011	17.7	43	0	0	1	5.8	228
790	1011	17	42	0	0	1	5.3	262
791	1011	16.3	44	0	0	1	4.5	296
792	1011	15.6	46	0	0	2	2.6	41
793	1011	15	49	0	0	2	3.1	355
794	1011	14.4	51	0	0	2	2.2	337
795	1011	13.8	54	0	0	2	1.8	331
796	1011	13.5	52	0	0	2	1.6	348
797	1011	13.2	53	0	0	3	0.3	8
798	1011	13	53	0	0	3	1.2	344
799	1011	13	54	0	3	3	1.2	315
800	1011	14.3	50	57	85	3	1.3	313
801	1011	16	44	270	78	0	2	22
802	1011	17.6	39	436	93	0	3.7	329
803	1011	19.1	35	545	114	0	3.4	354
804	1011	20.3	34	615	118	0	3.4	328
805	1011	21.2	30	617	116	0	3.1	19
806	1011	21.7	29	551	108	0	3.7	49
807	1011	21.8	27	442	85	0	3.4	349
808	1011	21.3	29	265	77	0	4.1	352
809	1011	20.4	31	85	56	0	4.8	316
810	1011	19.3	32	0	3	0	3.9	7
811	1011	18.4	37	0	0	1	3.7	13
812	1011	17.5	38	0	0	1	1.6	2
813	1011	16.6	40	0	0	1	1.6	348
814	1011	15.7	46	0	0	1	1.6	10
815	1011	14.8	52	0	0	2	0.6	336
816	1011	14	56	0	0	2	1.6	336
817	1011	13.1	56	0	0	2	1.8	336
818	1011	12.2	62	0	0	2	2.2	12
819	1011	11.3	61	0	0	3	3.1	355
820	1011	10.8	61	0	0	3	3.4	347
821	1011	10.3	65	0	0	3	3.4	356
822	1011	10	65	0	0	3	2.6	326
823	1011	10	63	0	3	3	2.6	319
824	1011	11.2	60	55	90	4	3.7	338
825	1011	12.8	52	267	81	0	3.9	8
826	1011	14.4	47	433	100	0	3.7	360
827	1011	15.8	38	578	98	0	3.9	159
828	1011	17	35	642	105	0	6.8	326
829	1011	17.8	33	637	107	0	6	322
830	1011	18.3	34	582	93	0	6.5	108
831	1011	18.3	32	453	89	0	6.3	335
832	1011	17.9	34	268	83	0	5.7	6
833	1011	16.9	38	59	86	3	6	327
834	1011	15.7	44	0	3	3	6	353
835	1011	15.2	48	0	0	3	4.3	343
836	1011	14.6	49	0	0	3	2.2	307
837	1011	14.1	52	0	0	3	2.2	329
838	1011	13.6	49	0	0	3	3.1	355
839	1011	13.1	53	0	0	3	2.8	350
840	1011	12.5	53	0	0	3	2	343
841	1011	12.3	56	0	0	3	1.8	347
842	1011	12	56	0	0	3	1.8	314
843	1011	11.7	58	0	0	3	4.8	323
844	1011	11.6	59	0	0	3	5.8	341
845	1011	11.5	62	0	0	3	4.5	0
846	1011	11.4	58	0	0	3	4.8	321
847	1011	11.4	59	0	3	4	5.3	16
848	1011	13	51	68	90	4	5.1	323
849	1011	14.9	47	303	69	0	4.3	338
850	1011	16.8	41	496	68	0	4.8	120
851	1011	18.5	36	629	76	0	5.3	136
852	1011	19.8	33	684	87	0	5.8	256
853	1011	20.8	30	681	88	0	6.5	30
854	1011	21.3	30	611	81	0	7.2	303
855	1011	21.4	30	468	84	0	8.1	257
856	1011	20.9	31	291	66	0	7.3	209
857	1011	19.9	32	60	88	4	6.8	337
858	1011	18.6	41	0	2	4	6.8	28
859	1011	18	47	0	0	4	6.5	49
860	1011	17.3	47	0	0	4	6.3	13
861	1011	16.7	50	0	0	4	5.7	43
862	1011	16.1	47	0	0	4	5.5	334
863	1011	15.4	47	0	0	4	5.5	351
864	1011	14.8	47	0	0	4	4.8	349
865	1011	14.1	49	0	0	4	5.3	359
866	1011	13.4	52	0	0	4	5.5	319
867	1011	12.7	53	0	0	4	6.8	13
868	1011	12.3	56	0	0	4	6.8	338
869	1011	12	58	0	0	4	5.3	354
870	1011	11.7	60	0	0	4	4.1	360
871	1011	11.7	59	0	3	4	3.7	9
872	1011	13.1	55	60	91	4	3.9	359
873	1011	14.7	51	274	80	0	3.1	336
874	1011	16.4	43	441	100	0	3.1	28
875	1011	17.9	42	560	120	0	3.9	5
876	1011	19.1	39	665	98	0	4.8	8
877	1011	20	37	680	91	0	5.3	319
878	1011	20.5	35	601	89	0	5.1	174
879	1011	20.6	36	475	80	0	6.3	321
880	1011	20.1	39	286	78	0	7	348
881	1011	19.1	43	65	88	3	7.2	335
882	1011	17.9	45	0	4	3	6.5	329
883	1011	17.3	48	0	0	3	4.8	319
884	1011	16.7	49	0	0	3	6	336
885	1011	16.1	46	0	0	3	5.3	351
886	1011	15.5	48	0	0	3	4.1	338
887	1011	14.9	48	0	0	3	2.8	14
888	1011	14.3	51	0	0	3	3.7	331
889	1011	13.8	53	0	0	3	3.1	347
890	1011	13.4	52	0	0	3	2.6	313
891	1011	12.9	53	0	0	3	4.1	13
892	1011	12.7	54	0	0	3	3.9	7
893	1011	12.5	58	0	0	3	2.2	349
894	1011	12.3	61	0	0	4	3.4	10
895	1011	12.4	59	0	3	4	3.1	331
896	1011	13.8	54	60	92	4	4.3	41
897	1011	15.6	48	271	84	0	5.1	327
898	1011	17.3	39	437	104	0	5.7	33
899	1011	18.9	35	578	105	0	4.5	2
900	1011	20.2	32	647	110	0	4.8	49
901	1011	21.2	30	653	106	0	4.8	167
902	1011	21.7	27	609	87	0	6	179
903	1011	21.9	26	466	89	0	5.8	31
904	1011	21.4	29	279	84	0	6	41
905	1011	20.4	30	65	90	3	4.8	52
906	1011	19.2	31	0	4	3	5.1	333
907	1011	18.5	34	0	0	3	4.1	346
908	1011	17.8	33	0	0	3	2.6	7
909	1011	17	36	0	0	3	2.6	351
910	1011	16.3	37	0	0	3	0.9	336
911	1011	15.6	39	0	0	3	1	345
912	1011	14.9	41	0	0	3	0.9	10
913	1011	14.1	48	0	0	3	1.2	33
914	1011	13.4	48	0	0	3	1.2	23
915	1011	12.6	47	0	0	3	3.1	38
916	1011	12.3	46	0	0	3	3.4	265
917	1011	11.9	48	0	0	3	2.8	281
918	1011	11.6	46	0	0	3	4.3	168
919	1011	11.6	44	0	4	3	2.6	260
920	1011	13	45	62	93	4	3.9	321
921	1011	14.7	44	286	77	0	3.7	327
922	1011	16.3	37	465	87	0	2.8	311
923	1011	17.8	35	577	108	0	3.1	319
924	1011	19	32	640	117	0	2.8	66
925	1011	19.8	30	635	119	0	2.2	298
926	1011	20.3	28	561	116	0	2.2	311
927	1011	20.3	27	438	101	0	2.6	297
928	1011	19.9	28	271	83	0	3.1	302
929	1011	18.9	32	61	91	4	4.1	313
930	1011	17.7	34	0	3	4	3.4	312
931	1011	17	39	0	0	4	4.8	306
932	1011	16.3	42	0	0	4	4.1	306
933	1011	15.6	44	0	0	4	3.4	311
934	1011	14.9	43	0	0	4	4.1	304
935	1011	14.1	46	0	0	4	4.3	300
936	1011	13.4	46	0	0	4	4.1	303
937	1011	12.9	47	0	0	4	3.4	301
938	1011	12.3	50	0	0	4	2.8	318
939	1011	11.7	50	0	0	4	4.5	328
940	1011	11.4	57	0	0	4	4.5	315
941	1011	11.1	59	0	0	4	3.1	300
942	1011	10.9	54	0	0	4	2.8	316
943	1011	10.9	52	0	4	4	3.1	315
944	1011	12.4	49	70	93	3	3.9	318
945	1011	14.2	45	307	70	0	5.8	304
946	1011	16	35	490	85	0	6.8	324
947	1011	17.7	30	640	79	0	7.3	315
948	1011	19	27	706	86	0	7.9	303
949	1011	19.9	26	708	86	0	8.4	318
950	1011	20.4	25	641	78	0	7.7	313
951	1011	20.5	25	500	76	0	7.5	304
952	1011	20	27	306	74	0	7.7	235
953	1011	19	29	73	92	3	7.9	309
954	1011	17.7	32	0	5	3	6	38
955	1011	17.1	39	0	0	3	5.5	344
956	1011	16.5	43	0	0	3	4.5	114
957	1011	15.8	42	0	0	3	2.6	320
958	1011	15.2	43	0	0	3	2.2	312
959	1011	14.6	43	0	0	3	1.4	349
960	1011	14	45	0	0	3	2	149
961	1011	13.5	46	0	0	3	2.6	50
962	1011	12.9	49	0	0	3	2.2	34
963	1011	12.4	53	0	0	3	2	28
964	1011	12.1	54	0	0	3	2.6	337
965	1011	11.9	55	0	0	3	2.6	31
966	1011	11.7	55	0	0	3	2.6	295
967	1011	11.7	57	0	4	3	2.8	46
968	1011	13.2	53	69	94	3	3.1	99
969	1011	15	51	299	74	0	3.1	97
970	1011	16.9	41	477	91	0	4.3	150
971	1011	18.5	35	626	87	0	4.8	27
972	1011	19.8	29	696	93	0	4.8	37
973	1011	20.7	30	683	99	0	3.9	322
974	1011	21.2	27	615	91	0	3.7	349
975	1011	21.3	25	471	93	0	4.3	29
976	1011	20.8	27	295	74	0	5.5	136
977	1011	19.8	31	68	93	3	4.1	334
978	1011	18.6	33	0	3	3	4.5	348
979	1011	17.9	38	0	0	3	4.5	14
980	1011	17.3	37	0	0	3	3.4	352
981	1011	16.6	36	0	0	3	3.1	16
982	1011	16	35	0	0	3	3.4	8
983	1011	15.3	39	0	0	3	5.3	4
984	1011	14.7	43	0	0	3	5.3	1
985	1011	14.1	44	0	0	3	3.7	306
986	1011	13.5	46	0	0	3	4.3	329
987	1011	12.9	50	0	0	3	2.8	337
988	1011	12.6	50	0	0	3	4.1	346
989	1011	12.3	49	0	0	3	2.8	337
990	1011	12.1	49	0	0	3	3.7	18
991	1011	12.2	47	0	4	3	3.9	357
992	1011	13.7	42	72	95	3	3.9	7
993	1011	15.5	39	297	80	0	4.8	9
994	1011	17.3	33	487	82	0	5.5	316
995	1011	18.9	27	611	97	0	6.8	19
996	1011	20.1	24	677	105	0	7.2	340
997	1011	21	21	678	104	0	7.7	339
998	1011	21.6	21	616	94	0	7.7	351
999	1011	21.6	21	472	94	0	8.1	338
1000	1011	21.2	23	294	77	0	8.3	5
1001	1011	20.2	25	67	94	3	7.5	33
1002	1011	18.9	28	0	3	3	8.1	2
1003	1011	18.2	32	0	0	3	8.3	16
1004	1011	17.5	35	0	0	3	7.9	113
1005	1011	16.8	36	0	0	3	8.3	39
1006	1011	16.1	39	0	0	3	8.1	344
1007	1011	15.3	40	0	0	3	7.9	325
1008	1011	14.6	44	0	0	3	8.3	327
1009	1011	14	45	0	0	3	8.1	352
1010	1011	13.4	45	0	0	3	7.5	307
1011	1011	12.7	48	0	0	3	7	354
1012	1011	12.4	50	0	0	3	5.8	307
1013	1011	12	52	0	0	3	5.5	353
1014	1011	11.8	53	0	0	3	5.3	330
1015	1011	11.8	53	0	5	3	5.8	342
1016	1011	13.4	50	77	95	3	6.5	354
1017	1011	15.2	46	315	70	0	7.5	308
1018	1011	17	38	495	88	0	8.3	347
1019	1011	18.6	35	647	82	0	8.4	13
1020	1011	19.9	32	718	88	0	8.4	18
1021	1011	20.9	32	721	87	0	8.3	339
1022	1011	21.4	30	649	80	0	8.7	12
1023	1011	21.5	28	516	75	0	9.1	358
1024	1011	21	29	320	73	0	9.1	318
1025	1011	20	30	80	94	3	9.5	49
1026	1011	18.7	34	0	6	3	8.6	7
1027	1011	18	37	0	0	3	8.1	344
1028	1011	17.4	41	0	0	3	7	17
1029	1011	16.8	43	0	0	3	5.7	358
1030	1011	16.1	46	0	0	3	7.5	346
1031	1011	15.5	45	0	0	3	6.8	321
1032	1011	14.9	51	0	0	3	6.8	343
1033	1011	14.4	50	0	0	3	6	329
1034	1011	13.9	53	0	0	3	6.5	325
1035	1011	13.4	54	0	0	3	7	14
1036	1011	13.2	53	0	0	3	7.3	342
1037	1011	13	55	0	0	3	6.8	346
1038	1011	12.8	59	0	0	3	7.3	333
1039	1011	12.9	57	0	5	3	7.7	343
1040	1011	14.5	49	76	97	3	8.9	356
1041	1011	16.4	46	312	73	0	8.9	349
1042	1011	18.3	36	501	79	0	8.7	9
1043	1011	19.9	31	619	98	0	9.1	336
1044	1011	21.3	26	684	106	0	9.1	355
1045	1011	22.2	26	681	107	0	10.3	314
1046	1011	22.8	25	627	93	0	10.4	328
1047	1011	22.9	26	500	79	0	10.1	359
1048	1011	22.5	27	316	71	0	10.1	329
1049	1011	21.5	29	79	95	3	10.4	323
1050	1011	20.2	33	0	6	3	9.5	349
1051	1011	19.3	41	0	0	3	8.7	347
1052	1011	18.3	44	0	0	3	8.3	336
1053	1011	17.4	48	0	0	3	7	342
1054	1011	16.5	53	0	0	3	6	35
1055	1011	15.6	55	0	0	3	5.1	357
1056	1011	14.7	59	0	0	3	5.5	346
1057	1011	13.7	63	0	0	3	4.1	347
1058	1011	12.7	65	0	0	3	3.9	329
1059	1011	11.7	63	0	0	3	4.8	343
1060	1011	11.2	64	0	0	3	5.7	340
1061	1011	10.7	66	0	0	3	4.5	359
1062	1011	10.3	64	0	0	3	5.3	335
1063	1012	10.3	64	0	6	3	5.5	47
1064	1012	11.8	59	85	97	3	5.8	49
1065	1012	13.6	49	333	70	0	6.3	249
1066	1012	15.3	41	532	70	0	7	323
1067	1012	16.9	37	664	80	0	6.5	313
1068	1012	18.1	35	719	92	0	6.8	326
1069	1012	18.9	33	718	92	0	7.2	159
1070	1012	19.3	32	649	85	0	6.8	359
1071	1012	19.4	30	520	71	0	7.2	357
1072	1012	18.9	33	326	68	0	7.9	29
1073	1012	17.8	36	78	96	4	8.3	39
1074	1012	16.6	42	0	4	4	9.1	19
1075	1012	15.8	44	0	0	4	7.9	55
1076	1012	15.1	45	0	0	4	8.3	15
1077	1012	14.4	45	0	0	4	8.6	48
1078	1012	13.6	48	0	0	4	8.7	339
1079	1012	12.9	48	0	0	3	8.9	52
1080	1012	12.2	49	0	0	3	8.9	23
1081	1012	11.7	54	0	0	3	10.4	32
1082	1012	11.3	55	0	0	3	10.6	29
1083	1012	10.8	58	0	0	3	10.9	41
1084	1012	10.6	59	0	0	3	11.1	343
1085	1012	10.3	60	0	0	3	9.1	24
1086	1012	10.1	58	0	0	3	8.9	344
1087	1012	10.2	60	0	6	3	9.4	335
1088	1012	11.9	56	87	97	3	10.3	305
1089	1012	13.9	45	340	65	0	11.9	2
1090	1012	15.8	37	534	68	0	12.4	290
1091	1012	17.6	32	671	79	0	14	326
1092	1012	18.9	30	739	87	0	13.1	355
1093	1012	19.9	30	744	85	0	13.1	355
1094	1012	20.5	28	680	76	0	12.5	343
1095	1012	20.6	29	546	65	0	14	211
1096	1012	20.1	32	344	65	0	15.8	242
1097	1012	19.1	36	90	98	3	14.7	205
1098	1012	17.7	38	0	7	3	13.5	277
1099	1012	17.1	44	0	0	3	12.7	307
1100	1012	16.5	44	0	0	3	13.1	282
1101	1012	16	46	0	0	3	12.7	303
1102	1012	15.4	45	0	0	3	11.9	310
1103	1012	14.8	44	0	0	3	11.1	302
1104	1012	14.3	51	0	0	3	11.4	286
1105	1012	13.8	47	0	0	4	10.9	267
1106	1012	13.3	47	0	0	4	10.6	97
1107	1012	12.8	50	0	0	4	11.6	154
1108	1012	12.6	48	0	0	4	10.9	318
1109	1012	12.3	46	0	0	4	9.1	255
1110	1012	12.1	51	0	0	4	8.6	27
1111	1012	12.3	54	0	7	4	8.7	98
1112	1012	14	47	96	100	4	9.1	57
1113	1012	16.1	43	370	51	0	9.4	0
1114	1012	18.1	36	560	62	0	9.4	256
1115	1012	19.8	32	689	76	0	9.4	318
1116	1012	21.2	31	750	85	0	9.1	256
1117	1012	22.1	28	751	85	0	8.1	310
1118	1012	22.7	26	677	78	0	9.5	29
1119	1012	22.8	27	544	65	0	9.8	316
1120	1012	22.3	29	357	55	0	10.3	325
1121	1012	21.2	30	91	98	4	10.6	166
1122	1012	19.8	34	0	6	4	11.1	133
1123	1012	19.1	38	0	0	4	10.6	18
1124	1012	18.5	39	0	0	4	9.8	33
1125	1012	17.8	41	0	0	4	9.1	348
1126	1012	17.2	47	0	0	4	9.1	21
1127	1012	16.5	50	0	0	4	10.1	359
1128	1012	15.9	54	0	0	4	9.8	357
1129	1012	15.3	52	0	0	4	9.8	8
1130	1012	14.7	54	0	0	4	9.5	311
1131	1012	14.1	59	0	0	4	10.3	3
1132	1012	13.8	62	0	0	4	11.4	17
1133	1012	13.6	68	0	0	4	9.4	32
1134	1012	13.4	73	0	0	4	9.4	358
1135	1012	13.5	68	0	7	4	9.1	341
1136	1012	15.2	58	93	99	4	8.9	348
1137	1012	17.2	48	350	66	0	9.4	327
1138	1012	19.1	39	547	67	0	8.7	359
1139	1012	20.8	34	677	81	0	9.8	333
1140	1012	22.2	32	746	88	0	11.1	10
1141	1012	23.2	29	742	89	0	11.6	332
1142	1012	23.7	29	675	81	0	12.2	351
1143	1012	23.8	29	548	66	0	11.4	348
1144	1012	23.4	28	360	55	0	11.6	332
1145	1012	22.3	30	94	99	4	11.4	28
1146	1012	20.9	33	0	7	4	10.4	36
1147	1012	20.1	38	0	0	4	10.9	316
1148	1012	19.3	39	0	0	3	11.6	320
1149	1012	18.4	44	0	0	3	12.2	323
1150	1012	17.6	45	0	0	3	11.9	320
1151	1012	16.7	49	0	0	3	12.2	42
1152	1012	15.9	51	0	0	3	11.1	41
1153	1012	15.1	55	0	0	3	10.6	98
1154	1012	14.3	59	0	0	3	9.8	37
1155	1012	13.5	56	0	0	3	9.8	0
1156	1012	13	62	0	0	3	9.8	331
1157	1012	12.6	65	0	0	3	9.1	318
1158	1012	12.3	64	0	0	3	9.8	20
1159	1012	12.4	66	0	8	3	10.1	329
1160	1012	14.1	57	97	100	3	9.8	22
1161	1012	16	52	359	63	0	9.5	2
1162	1012	17.8	44	549	68	0	9.8	2
1163	1012	19.5	38	682	81	0	10.9	311
1164	1012	20.8	35	757	87	0	10.3	9
1165	1012	21.7	31	757	87	0	10.1	332
1166	1012	22.2	29	696	77	0	10.4	314
1167	1012	22.3	30	563	63	0	10.1	26
1168	1012	21.8	32	359	65	0	10.1	252
1169	1012	20.8	35	98	100	3	9.8	109
1170	1012	19.4	40	0	9	3	9.4	44
1171	1012	18.7	47	0	0	3	9.1	1
1172	1012	17.9	48	0	0	3	8.6	14
1173	1012	17.2	52	0	0	3	8.1	348
1174	1012	16.5	51	0	0	3	6.5	340
1175	1012	15.7	52	0	0	3	6	341
1176	1012	15	50	0	0	3	6	356
1177	1012	14.5	52	0	0	3	6.3	348
1178	1012	13.9	50	0	0	3	6	348
1179	1012	13.4	51	0	0	3	6.5	341
1180	1012	13.1	51	0	0	3	7.3	343
1181	1012	12.8	54	0	0	3	6.3	339
1182	1012	12.6	58	0	0	3	7.7	353
1183	1012	12.8	57	0	8	3	7.7	3
1184	1012	14.6	50	102	101	3	8.3	301
1185	1012	16.7	43	368	65	0	7.5	342
1186	1012	18.7	36	569	64	0	7.5	326
1187	1012	20.4	33	700	78	0	8.6	27
1188	1012	21.8	28	767	86	0	8.4	320
1189	1012	22.8	27	763	87	0	7.9	9
1190	1012	23.3	25	700	77	0	7.9	348
1191	1012	23.5	24	570	62	0	7.2	352
1192	1012	23	24	378	54	0	6.5	6
1193	1012	21.9	28	101	102	3	6.8	321
1194	1012	20.5	32	0	8	3	5.5	333
1195	1012	19.8	38	0	0	3	5.3	332
1196	1012	19.1	41	0	0	3	5.7	29
1197	1012	18.4	41	0	0	3	5.8	339
1198	1012	17.7	43	0	0	3	4.3	15
1199	1012	17	48	0	0	3	4.5	332
1200	1012	16.3	50	0	0	3	3.4	13
1201	1012	15.7	55	0	0	3	3.4	311
1202	1012	15	55	0	0	3	2.8	42
1203	1012	14.4	56	0	0	3	4.1	44
1204	1012	14.1	54	0	0	3	3.9	64
1205	1012	13.8	60	0	0	3	2.2	94
1206	1012	13.5	61	0	0	3	3.1	308
1207	1012	13.7	56	0	9	3	3.9	333
1208	1012	15.5	50	105	102	3	3.1	12
1209	1012	17.5	44	379	54	0	2.8	317
1210	1012	19.5	36	568	65	0	3.7	19
1211	1012	21.2	32	697	80	0	5.1	25
1212	1012	22.5	29	758	90	0	6	323
1213	1012	23.5	29	760	89	0	6	3
1214	1012	24	27	695	79	0	6.8	11
1215	1012	24.1	27	566	65	0	6.5	30
